"","byhour","Freq"
"1346","1495846800",47
"1347","1495850400",37
"1348","1495854000",15
"1349","1495857600",13
"1350","1495861200",31
"1351","1495864800",84
"1352","1495868400",183
"1353","1495872000",396
"1354","1495875600",668
"1355","1495879200",914
"1356","1495882800",1192
"1357","1495886400",1444
"1358","1495890000",1656
"1359","1495893600",1570
"1360","1495897200",1709
"1361","1495900800",1675
"1362","1495904400",1465
"1363","1495908000",1207
"1364","1495911600",1000
"1365","1495915200",512
"1366","1495918800",416
"1367","1495922400",288
"1368","1495926000",268
"1369","1495929600",170
"1370","1495933200",135
"1371","1495936800",87
"1372","1495940400",39
"1373","1495944000",27
"1374","1495947600",42
"1375","1495951200",95
"1376","1495954800",212
"1377","1495958400",355
"1378","1495962000",605
"1379","1495965600",899
"1380","1495969200",1076
"1381","1495972800",1306
"1382","1495976400",1061
"1383","1495980000",932
"1384","1495983600",1150
"1385","1495987200",1292
"1386","1495990800",1323
"1387","1495994400",1163
"1388","1495998000",857
"1389","1496001600",598
"1390","1496005200",445
"1391","1496008800",323
"1392","1496012400",272
"1393","1496016000",118
"1394","1496019600",92
"1395","1496023200",76
"1396","1496026800",29
"1397","1496030400",25
"1398","1496034000",32
"1399","1496037600",70
"1400","1496041200",177
"1401","1496044800",346
"1402","1496048400",740
"1403","1496052000",985
"1404","1496055600",1203
"1405","1496059200",1027
"1406","1496062800",1696
"1407","1496066400",1765
"1408","1496070000",1668
"1409","1496073600",1699
"1410","1496077200",1451
"1411","1496080800",1211
"1412","1496084400",1045
"1413","1496088000",686
"1414","1496091600",417
"1415","1496095200",196
"1416","1496098800",115
"1417","1496102400",59
"1418","1496106000",41
"1419","1496109600",8
"1420","1496113200",8
"1421","1496116800",15
"1422","1496120400",136
"1423","1496124000",498
"1424","1496127600",1108
"1425","1496131200",1296
"1426","1496134800",650
"1427","1496138400",451
"1428","1496142000",687
"1429","1496145600",704
"1430","1496149200",636
"1431","1496152800",598
"1432","1496156400",761
"1433","1496160000",1356
"1434","1496163600",2115
"1435","1496167200",1237
"1436","1496170800",800
"1437","1496174400",632
"1438","1496178000",403
"1439","1496181600",211
"1440","1496185200",148
"1441","1496188800",52
"1442","1496192400",20
"1443","1496196000",23
"1444","1496199600",11
"1445","1496203200",30
"1446","1496206800",170
"1447","1496210400",565
"1448","1496214000",1146
"1449","1496217600",1360
"1450","1496221200",654
"1451","1496224800",462
"1452","1496228400",613
"1453","1496232000",682
"1454","1496235600",786
"1455","1496239200",633
"1456","1496242800",738
"1457","1496246400",1491
"1458","1496250000",2163
"1459","1496253600",1544
"1460","1496257200",1102
"1461","1496260800",751
"1462","1496264400",476
"1463","1496268000",327
"1464","1496271600",145
"1465","1496275200",53
"1466","1496278800",35
"1467","1496282400",20
"1468","1496286000",12
"1469","1496289600",29
"1470","1496293200",150
"1471","1496296800",504
"1472","1496300400",1170
"1473","1496304000",1388
"1474","1496307600",606
"1475","1496311200",493
"1476","1496314800",623
"1477","1496318400",737
"1478","1496322000",680
"1479","1496325600",761
"1480","1496329200",934
"1481","1496332800",1524
"1482","1496336400",2299
"1483","1496340000",1545
"1484","1496343600",1100
"1485","1496347200",706
"1486","1496350800",428
"1487","1496354400",382
"1488","1496358000",185
"1489","1496361600",87
"1490","1496365200",39
"1491","1496368800",19
"1492","1496372400",13
"1493","1496376000",28
"1494","1496379600",152
"1495","1496383200",507
"1496","1496386800",1123
"1497","1496390400",1384
"1498","1496394000",713
"1499","1496397600",587
"1500","1496401200",809
"1501","1496404800",1009
"1502","1496408400",1005
"1503","1496412000",983
"1504","1496415600",1237
"1505","1496419200",1797
"1506","1496422800",2131
"1507","1496426400",1483
"1508","1496430000",1172
"1509","1496433600",803
"1510","1496437200",482
"1511","1496440800",427
"1512","1496444400",328
"1513","1496448000",194
"1514","1496451600",140
"1515","1496455200",68
"1516","1496458800",48
"1517","1496462400",38
"1518","1496466000",50
"1519","1496469600",123
"1520","1496473200",291
"1521","1496476800",525
"1522","1496480400",815
"1523","1496484000",1063
"1524","1496487600",1430
"1525","1496491200",1476
"1526","1496494800",1623
"1527","1496498400",1501
"1528","1496502000",1567
"1529","1496505600",1776
"1530","1496509200",1640
"1531","1496512800",1452
"1532","1496516400",1110
"1533","1496520000",770
"1534","1496523600",508
"1535","1496527200",527
"1536","1496530800",490
"1537","1496534400",354
"1538","1496538000",198
"1539","1496541600",77
"1540","1496545200",69
"1541","1496548800",41
"1542","1496552400",41
"1543","1496556000",108
"1544","1496559600",263
"1545","1496563200",371
"1546","1496566800",669
"1547","1496570400",892
"1548","1496574000",1147
"1549","1496577600",1429
"1550","1496581200",1413
"1551","1496584800",1402
"1552","1496588400",1425
"1553","1496592000",1414
"1554","1496595600",1415
"1555","1496599200",1211
"1556","1496602800",882
"1557","1496606400",661
"1558","1496610000",559
"1559","1496613600",369
"1560","1496617200",280
"1561","1496620800",174
"1562","1496624400",29
"1563","1496628000",19
"1564","1496631600",20
"1565","1496635200",23
"1566","1496638800",129
"1567","1496642400",564
"1568","1496646000",1249
"1569","1496649600",1507
"1570","1496653200",756
"1571","1496656800",570
"1572","1496660400",673
"1573","1496664000",754
"1574","1496667600",704
"1575","1496671200",631
"1576","1496674800",809
"1577","1496678400",1366
"1578","1496682000",2203
"1579","1496685600",1458
"1580","1496689200",1004
"1581","1496692800",638
"1582","1496696400",390
"1583","1496700000",207
"1584","1496703600",90
"1585","1496707200",41
"1586","1496710800",15
"1587","1496714400",8
"1588","1496718000",12
"1589","1496721600",16
"1590","1496725200",167
"1591","1496728800",598
"1592","1496732400",1259
"1593","1496736000",1521
"1594","1496739600",677
"1595","1496743200",447
"1596","1496746800",614
"1597","1496750400",782
"1598","1496754000",777
"1599","1496757600",724
"1600","1496761200",871
"1601","1496764800",1551
"1602","1496768400",2327
"1603","1496772000",1540
"1604","1496775600",1048
"1605","1496779200",716
"1606","1496782800",432
"1607","1496786400",319
"1608","1496790000",121
"1609","1496793600",65
"1610","1496797200",24
"1611","1496800800",22
"1612","1496804400",10
"1613","1496808000",24
"1614","1496811600",152
"1615","1496815200",568
"1616","1496818800",1213
"1617","1496822400",1481
"1618","1496826000",694
"1619","1496829600",449
"1620","1496833200",646
"1621","1496836800",711
"1622","1496840400",786
"1623","1496844000",724
"1624","1496847600",856
"1625","1496851200",1538
"1626","1496854800",2336
"1627","1496858400",1620
"1628","1496862000",1173
"1629","1496865600",762
"1630","1496869200",497
"1631","1496872800",406
"1632","1496876400",194
"1633","1496880000",102
"1634","1496883600",40
"1635","1496887200",26
"1636","1496890800",10
"1637","1496894400",27
"1638","1496898000",169
"1639","1496901600",510
"1640","1496905200",1222
"1641","1496908800",1431
"1642","1496912400",670
"1643","1496916000",514
"1644","1496919600",746
"1645","1496923200",808
"1646","1496926800",860
"1647","1496930400",921
"1648","1496934000",1051
"1649","1496937600",1621
"1650","1496941200",2446
"1651","1496944800",1596
"1652","1496948400",1120
"1653","1496952000",755
"1654","1496955600",565
"1655","1496959200",390
"1656","1496962800",236
"1657","1496966400",78
"1658","1496970000",49
"1659","1496973600",38
"1660","1496977200",33
"1661","1496980800",30
"1662","1496984400",157
"1663","1496988000",490
"1664","1496991600",1138
"1665","1496995200",1416
"1666","1496998800",732
"1667","1497002400",650
"1668","1497006000",931
"1669","1497009600",1085
"1670","1497013200",1068
"1671","1497016800",1150
"1672","1497020400",1368
"1673","1497024000",1769
"1674","1497027600",1974
"1675","1497031200",1354
"1676","1497034800",960
"1677","1497038400",652
"1678","1497042000",416
"1679","1497045600",372
"1680","1497049200",323
"1681","1497052800",198
"1682","1497056400",122
"1683","1497060000",78
"1684","1497063600",50
"1685","1497067200",41
"1686","1497070800",50
"1687","1497074400",156
"1688","1497078000",297
"1689","1497081600",580
"1690","1497085200",876
"1691","1497088800",1250
"1692","1497092400",1440
"1693","1497096000",1703
"1694","1497099600",1603
"1695","1497103200",1616
"1696","1497106800",1530
"1697","1497110400",1432
"1698","1497114000",1397
"1699","1497117600",1277
"1700","1497121200",1072
"1701","1497124800",837
"1702","1497128400",672
"1703","1497132000",656
"1704","1497135600",480
"1705","1497139200",325
"1706","1497142800",184
"1707","1497146400",99
"1708","1497150000",78
"1709","1497153600",47
"1710","1497157200",60
"1711","1497160800",85
"1712","1497164400",201
"1713","1497168000",429
"1714","1497171600",698
"1715","1497175200",966
"1716","1497178800",1273
"1717","1497182400",1412
"1718","1497186000",1463
"1719","1497189600",1517
"1720","1497193200",1418
"1721","1497196800",1469
"1722","1497200400",1236
"1723","1497204000",1176
"1724","1497207600",953
"1725","1497211200",774
"1726","1497214800",620
"1727","1497218400",478
"1728","1497222000",304
"1729","1497225600",112
"1730","1497229200",63
"1731","1497232800",42
"1732","1497236400",30
"1733","1497240000",19
"1734","1497243600",169
"1735","1497247200",549
"1736","1497250800",1176
"1737","1497254400",1361
"1738","1497258000",608
"1739","1497261600",529
"1740","1497265200",579
"1741","1497268800",730
"1742","1497272400",721
"1743","1497276000",724
"1744","1497279600",813
"1745","1497283200",1346
"1746","1497286800",2277
"1747","1497290400",1524
"1748","1497294000",1150
"1749","1497297600",769
"1750","1497301200",462
"1751","1497304800",273
"1752","1497308400",195
"1753","1497312000",79
"1754","1497315600",40
"1755","1497319200",19
"1756","1497322800",10
"1757","1497326400",21
"1758","1497330000",170
"1759","1497333600",630
"1760","1497337200",1268
"1761","1497340800",1478
"1762","1497344400",648
"1763","1497348000",464
"1764","1497351600",644
"1765","1497355200",715
"1766","1497358800",734
"1767","1497362400",778
"1768","1497366000",849
"1769","1497369600",1500
"1770","1497373200",2186
"1771","1497376800",1461
"1772","1497380400",1048
"1773","1497384000",751
"1774","1497387600",516
"1775","1497391200",290
"1776","1497394800",162
"1777","1497398400",85
"1778","1497402000",46
"1779","1497405600",33
"1780","1497409200",19
"1781","1497412800",28
"1782","1497416400",172
"1783","1497420000",601
"1784","1497423600",1348
"1785","1497427200",1425
"1786","1497430800",661
"1787","1497434400",455
"1788","1497438000",587
"1789","1497441600",678
"1790","1497445200",580
"1791","1497448800",479
"1792","1497452400",516
"1793","1497456000",1200
"1794","1497459600",906
"1795","1497463200",213
"1796","1497466800",250
"1797","1497470400",342
"1798","1497474000",304
"1799","1497477600",200
"1800","1497481200",145
"1801","1497484800",94
"1802","1497488400",21
"1803","1497492000",13
"1804","1497495600",10
"1805","1497499200",21
"1806","1497502800",180
"1807","1497506400",551
"1808","1497510000",1127
"1809","1497513600",1404
"1810","1497517200",745
"1811","1497520800",570
"1812","1497524400",715
"1813","1497528000",801
"1814","1497531600",738
"1815","1497535200",771
"1816","1497538800",791
"1817","1497542400",1517
"1818","1497546000",2331
"1819","1497549600",1681
"1820","1497553200",1193
"1821","1497556800",858
"1822","1497560400",572
"1823","1497564000",390
"1824","1497567600",244
"1825","1497571200",142
"1826","1497574800",29
"1827","1497578400",36
"1828","1497582000",19
"1829","1497585600",33
"1830","1497589200",152
"1831","1497592800",391
"1832","1497596400",642
"1833","1497600000",1105
"1834","1497603600",635
"1835","1497607200",454
"1836","1497610800",627
"1837","1497614400",800
"1838","1497618000",932
"1839","1497621600",966
"1840","1497625200",1101
"1841","1497628800",1678
"1842","1497632400",1879
"1843","1497636000",1302
"1844","1497639600",950
"1845","1497643200",728
"1846","1497646800",506
"1847","1497650400",437
"1848","1497654000",303
"1849","1497657600",229
"1850","1497661200",153
"1851","1497664800",106
"1852","1497668400",41
"1853","1497672000",19
"1854","1497675600",45
"1855","1497679200",92
"1856","1497682800",216
"1857","1497686400",476
"1858","1497690000",737
"1859","1497693600",1005
"1860","1497697200",1250
"1861","1497700800",1383
"1862","1497704400",1525
"1863","1497708000",1479
"1864","1497711600",1359
"1865","1497715200",1082
"1866","1497718800",910
"1867","1497722400",859
"1868","1497726000",782
"1869","1497729600",527
"1870","1497733200",161
"1871","1497736800",190
"1872","1497740400",190
"1873","1497744000",113
"1874","1497747600",101
"1875","1497751200",87
"1876","1497754800",51
"1877","1497758400",29
"1878","1497762000",38
"1879","1497765600",75
"1880","1497769200",161
"1881","1497772800",443
"1882","1497776400",725
"1883","1497780000",1006
"1884","1497783600",1210
"1885","1497787200",1381
"1886","1497790800",1389
"1887","1497794400",1581
"1888","1497798000",1513
"1889","1497801600",1511
"1890","1497805200",1348
"1891","1497808800",1185
"1892","1497812400",930
"1893","1497816000",739
"1894","1497819600",452
"1895","1497823200",276
"1896","1497826800",242
"1897","1497830400",129
"1898","1497834000",41
"1899","1497837600",16
"1900","1497841200",14
"1901","1497844800",18
"1902","1497848400",158
"1903","1497852000",571
"1904","1497855600",1242
"1905","1497859200",1550
"1906","1497862800",625
"1907","1497866400",570
"1908","1497870000",757
"1909","1497873600",802
"1910","1497877200",700
"1911","1497880800",694
"1912","1497884400",578
"1913","1497888000",1164
"1914","1497891600",2053
"1915","1497895200",1427
"1916","1497898800",1065
"1917","1497902400",683
"1918","1497906000",483
"1919","1497909600",329
"1920","1497913200",133
"1921","1497916800",68
"1922","1497920400",8
"1923","1497924000",4
"1924","1497927600",7
"1925","1497931200",21
"1926","1497934800",195
"1927","1497938400",662
"1928","1497942000",1395
"1929","1497945600",1699
"1930","1497949200",704
"1931","1497952800",569
"1932","1497956400",755
"1933","1497960000",772
"1934","1497963600",648
"1935","1497967200",637
"1936","1497970800",767
"1937","1497974400",1478
"1938","1497978000",2228
"1939","1497981600",1631
"1940","1497985200",1092
"1941","1497988800",811
"1942","1497992400",538
"1943","1497996000",333
"1944","1497999600",161
"1945","1498003200",80
"1946","1498006800",52
"1947","1498010400",18
"1948","1498014000",22
"1949","1498017600",28
"1950","1498021200",182
"1951","1498024800",608
"1952","1498028400",1360
"1953","1498032000",1609
"1954","1498035600",759
"1955","1498039200",599
"1956","1498042800",772
"1957","1498046400",875
"1958","1498050000",846
"1959","1498053600",712
"1960","1498057200",1022
"1961","1498060800",1579
"1962","1498064400",2443
"1963","1498068000",1753
"1964","1498071600",1230
"1965","1498075200",994
"1966","1498078800",626
"1967","1498082400",395
"1968","1498086000",164
"1969","1498089600",89
"1970","1498093200",42
"1971","1498096800",47
"1972","1498100400",21
"1973","1498104000",31
"1974","1498107600",178
"1975","1498111200",547
"1976","1498114800",1192
"1977","1498118400",1543
"1978","1498122000",713
"1979","1498125600",593
"1980","1498129200",738
"1981","1498132800",828
"1982","1498136400",772
"1983","1498140000",771
"1984","1498143600",860
"1985","1498147200",1254
"1986","1498150800",2346
"1987","1498154400",1517
"1988","1498158000",1129
"1989","1498161600",809
"1990","1498165200",620
"1991","1498168800",398
"1992","1498172400",185
"1993","1498176000",116
"1994","1498179600",58
"1995","1498183200",31
"1996","1498186800",17
"1997","1498190400",11
"1998","1498194000",25
"1999","1498197600",106
"2000","1498201200",515
"2001","1498204800",1035
"2002","1498208400",634
"2003","1498212000",561
"2004","1498215600",804
"2005","1498219200",963
"2006","1498222800",1054
"2007","1498226400",1062
"2008","1498230000",1269
"2009","1498233600",1940
"2010","1498237200",2068
"2011","1498240800",1410
"2012","1498244400",1030
"2013","1498248000",858
"2014","1498251600",524
"2015","1498255200",437
"2016","1498258800",299
"2017","1498262400",220
"2018","1498266000",134
"2019","1498269600",72
"2020","1498273200",53
"2021","1498276800",31
"2022","1498280400",57
"2023","1498284000",130
"2024","1498287600",289
"2025","1498291200",582
"2026","1498294800",916
"2027","1498298400",1087
"2028","1498302000",1395
"2029","1498305600",1669
"2030","1498309200",1681
"2031","1498312800",1750
"2032","1498316400",1896
"2033","1498320000",1662
"2034","1498323600",1707
"2035","1498327200",1320
"2036","1498330800",1056
"2037","1498334400",781
"2038","1498338000",644
"2039","1498341600",542
"2040","1498345200",327
"2041","1498348800",208
"2042","1498352400",128
"2043","1498356000",76
"2044","1498359600",58
"2045","1498363200",30
"2046","1498366800",46
"2047","1498370400",108
"2048","1498374000",170
"2049","1498377600",377
"2050","1498381200",655
"2051","1498384800",1028
"2052","1498388400",1247
"2053","1498392000",1459
"2054","1498395600",1500
"2055","1498399200",1626
"2056","1498402800",1662
"2057","1498406400",1477
"2058","1498410000",1437
"2059","1498413600",1170
"2060","1498417200",933
"2061","1498420800",621
"2062","1498424400",396
"2063","1498428000",287
"2064","1498431600",119
"2065","1498435200",45
"2066","1498438800",45
"2067","1498442400",14
"2068","1498446000",6
"2069","1498449600",18
"2070","1498453200",170
"2071","1498456800",573
"2072","1498460400",1215
"2073","1498464000",1467
"2074","1498467600",650
"2075","1498471200",524
"2076","1498474800",685
"2077","1498478400",797
"2078","1498482000",796
"2079","1498485600",768
"2080","1498489200",1003
"2081","1498492800",1659
"2082","1498496400",2577
"2083","1498500000",1642
"2084","1498503600",1130
"2085","1498507200",738
"2086","1498510800",433
"2087","1498514400",270
"2088","1498518000",121
"2089","1498521600",62
"2090","1498525200",28
"2091","1498528800",15
"2092","1498532400",5
"2093","1498536000",21
"2094","1498539600",178
"2095","1498543200",625
"2096","1498546800",1352
"2097","1498550400",1596
"2098","1498554000",685
"2099","1498557600",558
"2100","1498561200",720
"2101","1498564800",840
"2102","1498568400",806
"2103","1498572000",804
"2104","1498575600",938
"2105","1498579200",1742
"2106","1498582800",2666
"2107","1498586400",1779
"2108","1498590000",1263
"2109","1498593600",883
"2110","1498597200",589
"2111","1498600800",347
"2112","1498604400",189
"2113","1498608000",74
"2114","1498611600",25
"2115","1498615200",8
"2116","1498618800",14
"2117","1498622400",24
"2118","1498626000",183
"2119","1498629600",635
"2120","1498633200",1324
"2121","1498636800",1651
"2122","1498640400",668
"2123","1498644000",397
"2124","1498647600",144
"2125","1498651200",126
"2126","1498654800",379
"2127","1498658400",443
"2128","1498662000",698
"2129","1498665600",1382
"2130","1498669200",1764
"2131","1498672800",1282
"2132","1498676400",1005
"2133","1498680000",727
"2134","1498683600",447
"2135","1498687200",183
"2136","1498690800",85
"2137","1498694400",25
"2138","1498698000",14
"2139","1498701600",14
"2140","1498705200",10
"2141","1498708800",23
"2142","1498712400",188
"2143","1498716000",545
"2144","1498719600",1249
"2145","1498723200",1521
"2146","1498726800",716
"2147","1498730400",474
"2148","1498734000",638
"2149","1498737600",728
"2150","1498741200",704
"2151","1498744800",650
"2152","1498748400",823
"2153","1498752000",1451
"2154","1498755600",2035
"2155","1498759200",1118
"2156","1498762800",774
"2157","1498766400",300
"2158","1498770000",178
"2159","1498773600",227
"2160","1498777200",232
"2161","1498780800",107
"2162","1498784400",62
"2163","1498788000",29
"2164","1498791600",15
"2165","1498795200",24
"2166","1498798800",167
"2167","1498802400",518
"2168","1498806000",1119
"2169","1498809600",1376
"2170","1498813200",715
"2171","1498816800",590
"2172","1498820400",737
"2173","1498824000",943
"2174","1498827600",999
"2175","1498831200",1091
"2176","1498834800",1306
"2177","1498838400",1590
"2178","1498842000",1729
"2179","1498845600",1125
"2180","1498849200",778
"2181","1498852800",629
"2182","1498856400",489
"2183","1498860000",383
"2184","1498863600",332
