"","duration_sub","Freq"
"1757","1816",52
"1758","1817",58
"1759","1818",52
"1760","1819",50
"1761","1820",37
"1762","1821",46
"1763","1822",52
"1764","1823",59
"1765","1824",51
"1766","1825",60
"1767","1826",49
"1768","1827",53
"1769","1828",54
"1770","1829",52
"1771","1830",41
"1772","1831",54
"1773","1832",45
"1774","1833",62
"1775","1834",55
"1776","1835",46
"1777","1836",47
"1778","1837",49
"1779","1838",48
"1780","1839",50
"1781","1840",40
"1782","1841",44
"1783","1842",46
"1784","1843",48
"1785","1844",42
"1786","1845",42
"1787","1846",45
"1788","1847",47
"1789","1848",47
"1790","1849",37
"1791","1850",41
"1792","1851",46
"1793","1852",49
"1794","1853",45
"1795","1854",41
"1796","1855",40
"1797","1856",47
"1798","1857",41
"1799","1858",54
"1800","1859",48
"1801","1860",53
"1802","1861",39
"1803","1862",46
"1804","1863",48
"1805","1864",43
"1806","1865",45
"1807","1866",37
"1808","1867",51
"1809","1868",29
"1810","1869",41
"1811","1870",37
"1812","1871",35
"1813","1872",37
"1814","1873",43
"1815","1874",55
"1816","1875",40
"1817","1876",45
"1818","1877",34
"1819","1878",46
"1820","1879",34
"1821","1880",36
"1822","1881",35
"1823","1882",30
"1824","1883",44
"1825","1884",43
"1826","1885",37
"1827","1886",36
"1828","1887",44
"1829","1888",31
"1830","1889",34
"1831","1890",33
"1832","1891",37
"1833","1892",34
"1834","1893",38
"1835","1894",29
"1836","1895",38
"1837","1896",38
"1838","1897",37
"1839","1898",52
"1840","1899",39
"1841","1900",46
"1842","1901",38
"1843","1902",34
"1844","1903",36
"1845","1904",38
"1846","1905",39
"1847","1906",35
"1848","1907",37
"1849","1908",38
"1850","1909",30
"1851","1910",31
"1852","1911",33
"1853","1912",37
"1854","1913",39
"1855","1914",37
"1856","1915",30
"1857","1916",33
"1858","1917",25
"1859","1918",40
"1860","1919",25
"1861","1920",40
"1862","1921",27
"1863","1922",39
"1864","1923",42
"1865","1924",42
"1866","1925",26
"1867","1926",43
"1868","1927",43
"1869","1928",37
"1870","1929",26
"1871","1930",40
"1872","1931",33
"1873","1932",28
"1874","1933",38
"1875","1934",46
"1876","1935",33
"1877","1936",40
"1878","1937",35
"1879","1938",28
"1880","1939",27
"1881","1940",31
"1882","1941",29
"1883","1942",32
"1884","1943",23
"1885","1944",27
"1886","1945",32
"1887","1946",39
"1888","1947",37
"1889","1948",40
"1890","1949",25
"1891","1950",26
"1892","1951",24
"1893","1952",28
"1894","1953",38
"1895","1954",32
"1896","1955",42
"1897","1956",27
"1898","1957",24
"1899","1958",33
"1900","1959",33
"1901","1960",24
"1902","1961",25
"1903","1962",33
"1904","1963",35
"1905","1964",31
"1906","1965",30
"1907","1966",28
"1908","1967",31
"1909","1968",37
"1910","1969",30
"1911","1970",24
"1912","1971",20
"1913","1972",23
"1914","1973",35
"1915","1974",30
"1916","1975",32
"1917","1976",24
"1918","1977",19
"1919","1978",30
"1920","1979",26
"1921","1980",22
"1922","1981",35
"1923","1982",27
"1924","1983",29
"1925","1984",17
"1926","1985",28
"1927","1986",36
"1928","1987",30
"1929","1988",20
"1930","1989",29
"1931","1990",23
"1932","1991",29
"1933","1992",27
"1934","1993",24
"1935","1994",26
"1936","1995",21
"1937","1996",24
"1938","1997",31
"1939","1998",28
"1940","1999",23
"1941","2000",24
"1942","2001",24
"1943","2002",20
"1944","2003",28
"1945","2004",25
"1946","2005",17
"1947","2006",31
"1948","2007",30
"1949","2008",27
"1950","2009",28
"1951","2010",22
"1952","2011",23
"1953","2012",24
"1954","2013",30
"1955","2014",20
"1956","2015",35
"1957","2016",27
"1958","2017",23
"1959","2018",23
"1960","2019",37
"1961","2020",30
"1962","2021",15
"1963","2022",19
"1964","2023",23
"1965","2024",19
"1966","2025",23
"1967","2026",25
"1968","2027",28
"1969","2028",24
"1970","2029",16
"1971","2030",29
"1972","2031",32
"1973","2032",26
"1974","2033",22
"1975","2034",19
"1976","2035",23
"1977","2036",17
"1978","2037",24
"1979","2038",22
"1980","2039",24
"1981","2040",27
"1982","2041",14
"1983","2042",31
"1984","2043",25
"1985","2044",18
"1986","2045",22
"1987","2046",33
"1988","2047",24
"1989","2048",28
"1990","2049",19
"1991","2050",25
"1992","2051",10
"1993","2052",20
"1994","2053",29
"1995","2054",14
"1996","2055",33
"1997","2056",17
"1998","2057",18
"1999","2058",19
"2000","2059",26
"2001","2060",24
"2002","2061",26
"2003","2062",18
"2004","2063",25
"2005","2064",25
"2006","2065",28
"2007","2066",14
"2008","2067",28
"2009","2068",24
"2010","2069",16
"2011","2070",15
"2012","2071",26
"2013","2072",23
"2014","2073",19
"2015","2074",17
"2016","2075",25
"2017","2076",15
"2018","2077",28
"2019","2078",26
"2020","2079",26
"2021","2080",19
"2022","2081",15
"2023","2082",22
"2024","2083",18
"2025","2084",19
"2026","2085",15
"2027","2086",13
"2028","2087",20
"2029","2088",16
"2030","2089",21
"2031","2090",16
"2032","2091",13
"2033","2092",27
"2034","2093",17
"2035","2094",23
"2036","2095",29
"2037","2096",24
"2038","2097",22
"2039","2098",23
"2040","2099",15
"2041","2100",29
"2042","2101",30
"2043","2102",23
"2044","2103",14
"2045","2104",21
"2046","2105",16
"2047","2106",20
"2048","2107",17
"2049","2108",15
"2050","2109",28
"2051","2110",13
"2052","2111",11
"2053","2112",17
"2054","2113",21
"2055","2114",10
"2056","2115",15
"2057","2116",8
"2058","2117",26
"2059","2118",16
"2060","2119",18
"2061","2120",11
"2062","2121",16
"2063","2122",25
"2064","2123",15
"2065","2124",16
"2066","2125",15
"2067","2126",11
"2068","2127",17
"2069","2128",25
"2070","2129",12
"2071","2130",26
"2072","2131",12
"2073","2132",18
"2074","2133",15
"2075","2134",24
"2076","2135",21
"2077","2136",21
"2078","2137",11
"2079","2138",28
"2080","2139",23
"2081","2140",8
"2082","2141",21
"2083","2142",22
"2084","2143",20
"2085","2144",24
"2086","2145",9
"2087","2146",19
"2088","2147",18
"2089","2148",18
"2090","2149",15
"2091","2150",19
"2092","2151",15
"2093","2152",19
"2094","2153",17
"2095","2154",18
"2096","2155",16
"2097","2156",19
"2098","2157",16
"2099","2158",24
"2100","2159",18
"2101","2160",21
"2102","2161",14
"2103","2162",16
"2104","2163",20
"2105","2164",11
"2106","2165",19
"2107","2166",19
"2108","2167",19
"2109","2168",15
"2110","2169",19
"2111","2170",15
"2112","2171",21
"2113","2172",21
"2114","2173",16
"2115","2174",15
"2116","2175",13
"2117","2176",16
"2118","2177",15
"2119","2178",10
"2120","2179",18
"2121","2180",22
"2122","2181",8
"2123","2182",11
"2124","2183",15
"2125","2184",16
"2126","2185",19
"2127","2186",17
"2128","2187",20
"2129","2188",11
"2130","2189",12
"2131","2190",18
"2132","2191",13
"2133","2192",16
"2134","2193",15
"2135","2194",15
"2136","2195",15
"2137","2196",15
"2138","2197",17
"2139","2198",15
"2140","2199",17
"2141","2200",21
"2142","2201",21
"2143","2202",12
"2144","2203",9
"2145","2204",15
"2146","2205",23
"2147","2206",14
"2148","2207",10
"2149","2208",16
"2150","2209",14
"2151","2210",9
"2152","2211",15
"2153","2212",11
"2154","2213",14
"2155","2214",15
"2156","2215",16
"2157","2216",12
"2158","2217",11
"2159","2218",18
"2160","2219",18
"2161","2220",11
"2162","2221",18
"2163","2222",12
"2164","2223",15
"2165","2224",6
"2166","2225",16
"2167","2226",14
"2168","2227",13
"2169","2228",20
"2170","2229",11
"2171","2230",15
"2172","2231",12
"2173","2232",19
"2174","2233",16
"2175","2234",16
"2176","2235",7
"2177","2236",17
"2178","2237",14
"2179","2238",15
"2180","2239",18
"2181","2240",10
"2182","2241",9
"2183","2242",15
"2184","2243",14
"2185","2244",9
"2186","2245",16
"2187","2246",17
"2188","2247",12
"2189","2248",14
"2190","2249",19
"2191","2250",11
"2192","2251",12
"2193","2252",16
"2194","2253",6
"2195","2254",11
"2196","2255",15
"2197","2256",11
"2198","2257",11
"2199","2258",19
"2200","2259",19
"2201","2260",16
"2202","2261",14
"2203","2262",10
"2204","2263",10
"2205","2264",17
"2206","2265",12
"2207","2266",13
"2208","2267",7
"2209","2268",8
"2210","2269",18
"2211","2270",13
"2212","2271",10
"2213","2272",12
"2214","2273",10
"2215","2274",15
"2216","2275",14
"2217","2276",14
"2218","2277",8
"2219","2278",8
"2220","2279",12
"2221","2280",8
"2222","2281",12
"2223","2282",11
"2224","2283",18
"2225","2284",14
"2226","2285",13
"2227","2286",13
"2228","2287",10
"2229","2288",7
"2230","2289",9
"2231","2290",15
"2232","2291",12
"2233","2292",9
"2234","2293",12
"2235","2294",10
"2236","2295",10
"2237","2296",18
"2238","2297",11
"2239","2298",6
"2240","2299",10
"2241","2300",10
"2242","2301",8
"2243","2302",15
"2244","2303",17
"2245","2304",9
"2246","2305",15
"2247","2306",10
"2248","2307",10
"2249","2308",16
"2250","2309",12
"2251","2310",8
"2252","2311",8
"2253","2312",13
"2254","2313",14
"2255","2314",11
"2256","2315",11
"2257","2316",5
"2258","2317",8
"2259","2318",15
"2260","2319",17
"2261","2320",10
"2262","2321",9
"2263","2322",10
"2264","2323",11
"2265","2324",13
"2266","2325",19
"2267","2326",9
"2268","2327",6
"2269","2328",5
"2270","2329",9
"2271","2330",7
"2272","2331",9
"2273","2332",12
"2274","2333",16
"2275","2334",17
"2276","2335",13
"2277","2336",13
"2278","2337",14
"2279","2338",12
"2280","2339",8
"2281","2340",11
"2282","2341",9
"2283","2342",9
"2284","2343",7
"2285","2344",14
"2286","2345",5
"2287","2346",12
"2288","2347",16
"2289","2348",12
"2290","2349",10
"2291","2350",17
"2292","2351",11
"2293","2352",8
"2294","2353",7
"2295","2354",11
"2296","2355",14
"2297","2356",11
"2298","2357",12
"2299","2358",7
"2300","2359",5
"2301","2360",11
"2302","2361",5
"2303","2362",12
"2304","2363",7
"2305","2364",9
"2306","2365",17
"2307","2366",8
"2308","2367",16
"2309","2368",8
"2310","2369",13
"2311","2370",8
"2312","2371",7
"2313","2372",5
"2314","2373",8
"2315","2374",14
"2316","2375",16
"2317","2376",8
"2318","2377",15
"2319","2378",6
"2320","2379",7
"2321","2380",7
"2322","2381",7
"2323","2382",12
"2324","2383",9
"2325","2384",7
"2326","2385",9
"2327","2386",12
"2328","2387",9
"2329","2388",4
"2330","2389",7
"2331","2390",3
"2332","2391",6
"2333","2392",9
"2334","2393",8
"2335","2394",12
"2336","2395",9
"2337","2396",14
"2338","2397",12
"2339","2398",6
"2340","2399",9
"2341","2400",14
"2342","2401",7
"2343","2402",9
"2344","2403",7
"2345","2404",7
"2346","2405",7
"2347","2406",8
"2348","2407",12
"2349","2408",9
"2350","2409",8
"2351","2410",6
"2352","2411",10
"2353","2412",12
"2354","2413",7
"2355","2414",6
"2356","2415",5
"2357","2416",6
"2358","2417",11
"2359","2418",9
"2360","2419",11
"2361","2420",14
"2362","2421",8
"2363","2422",6
"2364","2423",9
"2365","2424",6
"2366","2425",10
"2367","2426",13
"2368","2427",8
"2369","2428",17
"2370","2429",7
"2371","2430",14
"2372","2431",13
"2373","2432",8
"2374","2433",9
"2375","2434",7
"2376","2435",5
"2377","2436",5
"2378","2437",11
"2379","2438",7
"2380","2439",10
"2381","2440",3
"2382","2441",10
"2383","2442",13
"2384","2443",6
"2385","2444",13
"2386","2445",10
"2387","2446",11
"2388","2447",7
"2389","2448",14
"2390","2449",7
"2391","2450",9
"2392","2451",5
"2393","2452",10
"2394","2453",6
"2395","2454",4
"2396","2455",7
"2397","2456",5
"2398","2457",12
"2399","2458",6
"2400","2459",6
"2401","2460",7
"2402","2461",7
"2403","2462",9
"2404","2463",8
"2405","2464",8
"2406","2465",7
"2407","2466",12
"2408","2467",5
"2409","2468",11
"2410","2469",6
"2411","2470",5
"2412","2471",8
"2413","2472",7
"2414","2473",5
"2415","2474",6
"2416","2475",13
"2417","2476",5
"2418","2477",8
"2419","2478",10
"2420","2479",6
"2421","2480",9
"2422","2481",12
"2423","2482",10
"2424","2483",10
"2425","2484",7
"2426","2485",2
"2427","2486",7
"2428","2487",7
"2429","2488",7
"2430","2489",4
"2431","2490",9
"2432","2491",9
"2433","2492",7
"2434","2493",13
"2435","2494",3
"2436","2495",5
"2437","2496",10
"2438","2497",9
"2439","2498",10
"2440","2499",10
"2441","2500",8
"2442","2501",8
"2443","2502",5
"2444","2503",8
"2445","2504",8
"2446","2505",9
"2447","2506",8
"2448","2507",4
"2449","2508",8
"2450","2509",10
"2451","2510",10
"2452","2511",6
"2453","2512",2
"2454","2513",10
"2455","2514",5
"2456","2515",12
"2457","2516",10
"2458","2517",5
"2459","2518",9
"2460","2519",5
"2461","2520",7
"2462","2521",8
"2463","2522",3
"2464","2523",5
"2465","2524",7
"2466","2525",5
"2467","2526",5
"2468","2527",6
"2469","2528",10
"2470","2529",13
"2471","2530",6
"2472","2531",5
"2473","2532",2
"2474","2533",4
"2475","2534",5
"2476","2535",2
"2477","2536",15
"2478","2537",10
"2479","2538",3
"2480","2539",6
"2481","2540",7
"2482","2541",5
"2483","2542",11
"2484","2543",3
"2485","2544",6
"2486","2545",8
"2487","2546",5
"2488","2547",10
"2489","2548",9
"2490","2549",6
"2491","2550",17
"2492","2551",8
"2493","2552",7
"2494","2553",9
"2495","2554",11
"2496","2555",7
"2497","2556",7
"2498","2557",6
"2499","2558",8
"2500","2559",8
"2501","2560",9
"2502","2561",4
"2503","2562",4
"2504","2563",6
"2505","2564",10
"2506","2565",5
"2507","2566",2
"2508","2567",6
"2509","2568",9
"2510","2569",5
"2511","2570",4
"2512","2571",9
"2513","2572",8
"2514","2573",6
"2515","2574",7
"2516","2575",7
"2517","2576",9
"2518","2577",4
"2519","2578",9
"2520","2579",6
"2521","2580",6
"2522","2581",8
"2523","2582",8
"2524","2583",11
"2525","2584",4
"2526","2585",7
"2527","2586",8
"2528","2587",12
"2529","2588",4
"2530","2589",10
"2531","2590",4
"2532","2591",5
"2533","2592",6
"2534","2593",6
"2535","2594",8
"2536","2595",6
"2537","2596",7
"2538","2597",8
"2539","2598",6
"2540","2599",7
"2541","2600",17
"2542","2601",11
"2543","2602",5
"2544","2603",5
"2545","2604",5
"2546","2605",5
"2547","2606",8
"2548","2607",6
"2549","2608",7
"2550","2609",7
"2551","2610",2
"2552","2611",9
"2553","2612",3
"2554","2613",3
"2555","2614",8
"2556","2615",1
"2557","2616",4
"2558","2617",7
"2559","2618",5
"2560","2619",7
"2561","2620",6
"2562","2621",4
"2563","2622",6
"2564","2623",6
"2565","2624",7
"2566","2625",9
"2567","2626",6
"2568","2627",3
"2569","2628",5
"2570","2629",7
"2571","2630",5
"2572","2631",6
"2573","2632",7
"2574","2633",6
"2575","2634",3
"2576","2635",5
"2577","2636",6
"2578","2637",7
"2579","2638",4
"2580","2639",7
"2581","2640",7
"2582","2641",9
"2583","2642",3
"2584","2643",5
"2585","2644",4
"2586","2645",8
"2587","2646",6
"2588","2647",2
"2589","2648",6
"2590","2649",5
"2591","2650",4
"2592","2651",8
"2593","2652",2
"2594","2653",2
"2595","2654",6
"2596","2655",4
"2597","2656",6
"2598","2657",10
"2599","2658",7
"2600","2659",2
"2601","2660",4
"2602","2661",5
"2603","2662",3
"2604","2663",6
"2605","2664",4
"2606","2665",7
"2607","2666",6
"2608","2667",5
"2609","2668",4
"2610","2669",6
"2611","2670",7
"2612","2671",7
"2613","2672",1
"2614","2673",3
"2615","2674",7
"2616","2675",8
"2617","2676",4
"2618","2677",3
"2619","2678",5
"2620","2679",6
"2621","2680",6
"2622","2681",6
"2623","2682",5
"2624","2683",7
"2625","2684",3
"2626","2685",8
"2627","2686",3
"2628","2687",5
"2629","2688",6
"2630","2689",3
"2631","2690",4
"2632","2691",7
"2633","2692",5
"2634","2693",6
"2635","2694",7
"2636","2695",5
"2637","2696",7
"2638","2697",10
"2639","2698",5
"2640","2699",5
"2641","2700",7
"2642","2701",7
"2643","2702",12
"2644","2703",6
"2645","2704",7
"2646","2705",5
"2647","2706",5
"2648","2707",6
"2649","2708",7
"2650","2709",3
"2651","2710",3
"2652","2711",5
"2653","2712",7
"2654","2713",1
"2655","2714",2
"2656","2715",3
"2657","2716",5
"2658","2717",12
"2659","2718",3
"2660","2719",5
"2661","2720",6
"2662","2721",6
"2663","2722",10
"2664","2723",4
"2665","2724",4
"2666","2725",3
"2667","2726",3
"2668","2727",5
"2669","2728",5
"2670","2729",6
"2671","2730",2
"2672","2731",3
"2673","2732",8
"2674","2733",5
"2675","2734",6
"2676","2735",8
"2677","2736",5
"2678","2737",2
"2679","2738",5
"2680","2739",5
"2681","2740",4
"2682","2741",4
"2683","2742",9
"2684","2743",3
"2685","2744",7
"2686","2745",5
"2687","2746",5
"2688","2747",5
"2689","2748",6
"2690","2749",8
"2691","2750",6
"2692","2751",5
"2693","2752",6
"2694","2753",3
"2695","2754",5
"2696","2755",5
"2697","2756",5
"2698","2757",7
"2699","2758",5
"2700","2759",6
"2701","2760",4
"2702","2761",7
"2703","2762",5
"2704","2763",1
"2705","2764",7
"2706","2765",9
"2707","2766",1
"2708","2767",5
"2709","2768",9
"2710","2769",6
"2711","2770",2
"2712","2771",2
"2713","2772",4
"2714","2773",6
"2715","2774",9
"2716","2775",4
"2717","2776",9
"2718","2777",7
"2719","2778",1
"2720","2779",3
"2721","2780",3
"2722","2781",4
"2723","2782",1
"2724","2783",4
"2725","2784",4
"2726","2785",5
"2727","2786",3
"2728","2787",1
"2729","2788",2
"2730","2789",7
"2731","2790",8
"2732","2791",5
"2733","2792",6
"2734","2793",5
"2735","2794",4
"2736","2795",6
"2737","2796",10
"2738","2797",5
"2739","2798",2
"2740","2799",2
"2741","2800",2
"2742","2801",1
"2743","2802",3
"2744","2803",7
"2745","2804",5
"2746","2805",11
"2747","2806",6
"2748","2807",5
"2749","2808",4
"2750","2809",5
"2751","2810",4
"2752","2811",1
"2753","2812",11
"2754","2813",9
"2755","2814",4
"2756","2815",4
"2757","2816",8
"2758","2817",7
"2759","2818",6
"2760","2819",3
"2761","2820",6
"2762","2821",4
"2763","2822",7
"2764","2823",6
"2765","2824",3
"2766","2825",4
"2767","2827",2
"2768","2828",4
"2769","2829",6
"2770","2830",4
"2771","2831",4
"2772","2832",10
"2773","2833",5
"2774","2834",5
"2775","2835",5
"2776","2836",1
"2777","2837",6
"2778","2838",7
"2779","2839",4
"2780","2840",2
"2781","2841",4
"2782","2842",2
"2783","2843",5
"2784","2844",4
"2785","2845",5
"2786","2846",3
"2787","2847",4
"2788","2848",6
"2789","2849",6
"2790","2850",3
"2791","2851",4
"2792","2852",4
"2793","2853",6
"2794","2854",1
"2795","2855",5
"2796","2856",3
"2797","2857",5
"2798","2858",2
"2799","2859",4
"2800","2860",2
"2801","2861",4
"2802","2862",2
"2803","2863",5
"2804","2864",3
"2805","2865",7
"2806","2866",2
"2807","2867",4
"2808","2868",7
"2809","2869",2
"2810","2870",6
"2811","2871",1
"2812","2872",5
"2813","2873",4
"2814","2874",2
"2815","2875",5
"2816","2876",5
"2817","2877",1
"2818","2878",6
"2819","2879",4
"2820","2880",3
"2821","2881",1
"2822","2882",2
"2823","2883",2
"2824","2884",5
"2825","2885",7
"2826","2886",4
"2827","2887",6
"2828","2888",3
"2829","2889",3
"2830","2890",1
"2831","2891",6
"2832","2892",3
"2833","2893",4
"2834","2894",5
"2835","2895",3
"2836","2896",7
"2837","2898",8
"2838","2899",2
"2839","2900",2
"2840","2901",6
"2841","2902",2
"2842","2903",5
"2843","2904",3
"2844","2905",3
"2845","2906",1
"2846","2907",3
"2847","2908",3
"2848","2909",1
"2849","2910",6
"2850","2911",1
"2851","2912",2
"2852","2913",6
"2853","2914",4
"2854","2915",4
"2855","2916",2
"2856","2917",3
"2857","2918",7
"2858","2919",5
"2859","2920",5
"2860","2921",2
"2861","2923",1
"2862","2924",6
"2863","2925",3
"2864","2926",4
"2865","2927",4
"2866","2928",2
"2867","2929",2
"2868","2930",6
"2869","2932",1
"2870","2933",3
"2871","2934",1
"2872","2935",4
"2873","2936",6
"2874","2937",4
"2875","2938",2
"2876","2939",3
"2877","2940",6
"2878","2941",4
"2879","2943",6
"2880","2944",2
"2881","2945",2
"2882","2946",6
"2883","2947",6
"2884","2948",3
"2885","2949",7
"2886","2950",2
"2887","2951",3
"2888","2952",4
"2889","2953",1
"2890","2954",2
"2891","2955",3
"2892","2956",3
"2893","2957",4
"2894","2958",4
"2895","2959",3
"2896","2960",4
"2897","2961",2
"2898","2962",4
"2899","2963",3
"2900","2964",2
"2901","2965",1
"2902","2966",5
"2903","2967",4
"2904","2969",5
"2905","2970",3
"2906","2971",3
"2907","2972",3
"2908","2973",7
"2909","2974",1
"2910","2975",4
"2911","2976",3
"2912","2977",1
"2913","2978",2
"2914","2979",3
"2915","2980",2
"2916","2981",5
"2917","2982",4
"2918","2983",4
"2919","2984",4
"2920","2985",4
"2921","2986",2
"2922","2987",3
"2923","2988",1
"2924","2989",7
"2925","2990",7
"2926","2991",1
"2927","2992",2
"2928","2993",4
"2929","2994",5
"2930","2995",5
"2931","2996",5
"2932","2997",9
"2933","2998",4
"2934","2999",6
"2935","3000",2
"2936","3001",1
"2937","3002",5
"2938","3003",1
"2939","3004",8
"2940","3005",3
"2941","3006",5
"2942","3007",5
"2943","3008",2
"2944","3010",2
"2945","3011",1
"2946","3012",2
"2947","3013",1
"2948","3014",1
"2949","3015",4
"2950","3016",1
"2951","3017",4
"2952","3019",2
"2953","3020",5
"2954","3021",4
"2955","3022",1
"2956","3023",6
"2957","3024",4
"2958","3026",3
"2959","3027",3
"2960","3028",4
"2961","3029",1
"2962","3030",3
"2963","3031",4
"2964","3032",4
"2965","3033",7
"2966","3034",5
"2967","3035",2
"2968","3036",1
"2969","3037",3
"2970","3038",1
"2971","3039",5
"2972","3040",7
"2973","3041",3
"2974","3042",2
"2975","3043",5
"2976","3044",1
"2977","3045",1
"2978","3046",1
"2979","3047",2
"2980","3048",1
"2981","3049",6
"2982","3050",1
"2983","3051",2
"2984","3052",3
"2985","3054",4
"2986","3055",3
"2987","3056",5
"2988","3057",1
"2989","3058",4
"2990","3059",2
"2991","3060",1
"2992","3061",6
"2993","3062",3
"2994","3063",3
"2995","3064",5
"2996","3065",1
"2997","3066",1
"2998","3067",4
"2999","3068",2
"3000","3069",3
"3001","3070",3
"3002","3071",3
"3003","3072",4
"3004","3073",3
"3005","3074",1
"3006","3075",2
"3007","3076",1
"3008","3077",1
"3009","3078",3
"3010","3079",4
"3011","3080",3
"3012","3081",3
"3013","3083",5
"3014","3084",3
"3015","3085",7
"3016","3086",4
"3017","3088",5
"3018","3089",5
"3019","3090",2
"3020","3091",1
"3021","3092",5
"3022","3093",3
"3023","3094",1
"3024","3095",4
"3025","3096",1
"3026","3097",3
"3027","3098",1
"3028","3099",2
"3029","3100",1
"3030","3101",1
"3031","3102",2
"3032","3103",4
"3033","3104",2
"3034","3105",7
"3035","3106",1
"3036","3107",5
"3037","3109",3
"3038","3110",3
"3039","3111",1
"3040","3112",3
"3041","3114",6
"3042","3115",4
"3043","3116",3
"3044","3117",3
"3045","3118",3
"3046","3119",5
"3047","3120",1
"3048","3121",2
"3049","3122",2
"3050","3123",1
"3051","3124",3
"3052","3125",4
"3053","3126",1
"3054","3127",1
"3055","3128",3
"3056","3129",1
"3057","3130",1
"3058","3131",2
"3059","3132",7
"3060","3133",1
"3061","3135",5
"3062","3136",4
"3063","3137",3
"3064","3138",7
"3065","3139",3
"3066","3140",6
"3067","3141",5
"3068","3142",4
"3069","3145",1
"3070","3146",3
"3071","3147",4
"3072","3149",1
"3073","3150",2
"3074","3151",2
"3075","3152",3
"3076","3153",2
"3077","3154",2
"3078","3155",3
"3079","3156",1
"3080","3157",3
"3081","3158",5
"3082","3160",5
"3083","3161",2
"3084","3162",2
"3085","3163",3
"3086","3164",3
"3087","3165",2
"3088","3166",1
"3089","3167",5
"3090","3168",6
"3091","3169",5
"3092","3170",2
"3093","3171",3
"3094","3172",4
"3095","3173",1
"3096","3174",4
"3097","3175",3
"3098","3177",3
"3099","3178",1
"3100","3179",1
"3101","3180",1
"3102","3181",1
"3103","3182",4
"3104","3183",1
"3105","3184",3
"3106","3185",5
"3107","3186",4
"3108","3187",1
"3109","3188",3
"3110","3189",2
"3111","3190",2
"3112","3191",3
"3113","3192",3
"3114","3193",2
"3115","3194",1
"3116","3195",3
"3117","3196",3
"3118","3197",3
"3119","3198",1
"3120","3199",3
"3121","3200",1
"3122","3201",7
"3123","3202",4
"3124","3203",3
"3125","3204",4
"3126","3205",1
"3127","3207",2
"3128","3208",4
"3129","3209",2
"3130","3210",4
"3131","3211",4
"3132","3212",1
"3133","3213",2
"3134","3214",1
"3135","3215",2
"3136","3216",3
"3137","3217",2
"3138","3218",1
"3139","3219",1
"3140","3220",3
"3141","3221",2
"3142","3222",4
"3143","3223",1
"3144","3224",2
"3145","3225",3
"3146","3226",1
"3147","3227",3
"3148","3228",3
"3149","3229",2
"3150","3230",1
"3151","3231",4
"3152","3232",2
"3153","3233",3
"3154","3234",4
"3155","3235",3
"3156","3236",4
"3157","3237",1
"3158","3238",1
"3159","3239",3
"3160","3240",3
"3161","3241",1
"3162","3242",3
"3163","3243",2
"3164","3244",3
"3165","3245",1
"3166","3246",3
"3167","3247",5
"3168","3248",2
"3169","3249",2
"3170","3250",2
"3171","3251",2
"3172","3252",4
"3173","3253",2
"3174","3254",2
"3175","3256",3
"3176","3257",2
"3177","3258",2
"3178","3259",1
"3179","3261",4
"3180","3262",2
"3181","3263",1
"3182","3264",2
"3183","3265",5
"3184","3267",4
"3185","3268",3
"3186","3269",2
"3187","3270",1
"3188","3271",1
"3189","3272",1
"3190","3273",3
"3191","3274",1
"3192","3275",2
"3193","3276",4
"3194","3278",3
"3195","3279",4
"3196","3280",2
"3197","3281",3
"3198","3282",2
"3199","3285",4
"3200","3286",1
"3201","3287",3
"3202","3288",2
"3203","3289",2
"3204","3290",2
"3205","3291",4
"3206","3292",7
"3207","3293",1
"3208","3294",2
"3209","3295",4
"3210","3297",6
"3211","3299",4
"3212","3300",1
"3213","3301",1
"3214","3302",3
"3215","3303",1
"3216","3304",2
"3217","3305",1
"3218","3306",2
"3219","3307",2
"3220","3308",1
"3221","3309",1
"3222","3310",2
"3223","3311",2
"3224","3312",5
"3225","3313",5
"3226","3314",1
"3227","3315",4
"3228","3316",3
"3229","3317",5
"3230","3318",2
"3231","3319",2
"3232","3320",3
"3233","3321",2
"3234","3322",3
"3235","3323",3
"3236","3324",2
"3237","3326",2
"3238","3327",2
"3239","3328",3
"3240","3329",1
"3241","3330",5
"3242","3331",2
"3243","3332",2
"3244","3333",2
"3245","3334",1
"3246","3335",2
"3247","3336",1
"3248","3337",2
"3249","3338",8
"3250","3341",1
"3251","3342",1
"3252","3343",3
"3253","3344",3
"3254","3345",4
"3255","3346",2
"3256","3347",4
"3257","3348",2
"3258","3349",2
"3259","3350",2
"3260","3351",2
"3261","3352",2
"3262","3353",2
"3263","3354",3
"3264","3355",3
"3265","3359",2
"3266","3360",5
"3267","3361",1
"3268","3362",5
"3269","3364",1
"3270","3365",1
"3271","3366",1
"3272","3367",1
"3273","3368",2
"3274","3369",4
"3275","3370",1
"3276","3371",5
"3277","3373",3
"3278","3375",1
"3279","3376",1
"3280","3377",1
"3281","3378",1
"3282","3379",1
"3283","3380",1
"3284","3381",3
"3285","3384",3
"3286","3386",2
"3287","3387",1
"3288","3388",3
"3289","3389",1
"3290","3390",4
"3291","3391",1
"3292","3392",1
"3293","3393",3
"3294","3394",1
"3295","3396",2
"3296","3397",3
"3297","3398",1
"3298","3399",2
"3299","3400",4
"3300","3401",4
"3301","3402",1
"3302","3403",3
"3303","3404",1
"3304","3405",2
"3305","3406",4
"3306","3407",3
"3307","3409",2
"3308","3410",1
"3309","3411",1
"3310","3412",2
